gene1.1	gene1_v1.1
gene_c15_17600V3.1	gene_c15_17600V1.1
gene_c15_17620V3.1	gene_c15_17620V1.1
gene_c15_17630V3.1	gene_c15_17630V1.1
gene_c15_17640V3.1	gene_c15_17640V1.1
gene_c15_17660V3.1	gene_c15_17660V1.1
gene_c15_17670V3.1	
gene_c15_17690V3.1	gene_c15_17690V1.1
gene_c15_17700V3.1	gene_c15_17700V1.1
gene_c15_17790V3.1	gene_c15_17790V1.1
gene_c15_17800V3.1	gene_c15_17800V1.1
gene_c15_17818V3.1	
gene_c15_1800V3.1	gene_c15_1800V1.1
gene_c15_18050V3.1	gene_c15_18050V1.1
gene_c15_18060V3.1	gene_c15_18060V1.1
gene_c15_18080V3.1	gene_c15_18080V1.1
gene_c15_18090V3.1	gene_c15_18090V1.1
gene_c15_18100V3.1	gene_c15_18100V1.1
gene_c15_18140V3.1	gene_c15_18140V1.1
gene_c15_18160V3.1	gene_c15_18160V1.1
gene_c15_18170V3.1	gene_c15_18170V1.1
gene_c15_18180V3.1	gene_c15_18180V1.1
gene_c15_18239V3.1	
gene_c15_18240V3.1	gene_c15_18240V1.1
gene_c15_18260V3.1	gene_c15_18260V1.1
gene_c15_18270V3.1	gene_c15_18270V1.1
gene_c15_18290V3.1	gene_c15_18290V1.1
gene_c15_1830V3.1	gene_c15_1830V1.1
gene_c15_1832V3.1	
gene_c15_18331V3.1	
gene_c15_18349V3.1	
gene_c15_18360V3.1	gene_c15_18360V1.1
gene_c15_18400V3.1	gene_c15_18400V1.1
gene_c15_1840V3.1	gene_c15_1840V1.1
gene_c15_18410V3.1	gene_c15_18410V1.1
gene_c15_18420V3.1	gene_c15_18420V1.1
gene_c15_18450V3.1	gene_c15_18450V1.1
gene_c15_18460V3.1	gene_c15_18460V1.1
gene_c15_18470V3.1	gene_c15_18470V1.1
gene_c15_18480V3.1	gene_c15_18480V1.1
gene_c15_18500V3.1	gene_c15_18500V1.1
gene_c15_18510V3.1	
gene_c15_18520V3.1	gene_c15_18520V1.1
gene_c15_18560V3.1	gene_c15_18560V1.1
gene_c15_18630V3.1	gene_c15_18630V1.1
gene_c15_18640V3.1	gene_c15_18640V1.1
gene_c15_18780V3.1	gene_c15_18780V1.1
gene_c15_18790V3.1	gene_c15_18790V1.1
gene_c15_18800V3.1	gene_c15_18800V1.1
gene_c15_18820V3.1	gene_c15_18820V1.1
gene_c15_18840V3.1	gene_c15_18840V1.1
gene_c15_18970V3.1	gene_c15_18970V1.1
gene_c15_19010V3.1	gene_c15_19010V1.1
gene_c15_19020V3.1	gene_c15_19020V1.1
gene_c15_19030V3.1	gene_c15_19030V1.1
gene_c15_19050V3.1	gene_c15_19050V1.1
gene_c15_19060V3.1	gene_c15_19060V1.1
gene_c15_19080V3.1	gene_c15_19080V1.1
gene_c15_19090V3.1	gene_c15_19090V1.1
gene_c15_190V3.1	gene_c15_190V1.1
gene_c15_19100V3.1	gene_c15_19100V1.1
gene_c15_19120V3.1	gene_c15_19120V1.1
gene_c15_19130V3.1	gene_c15_19130V1.1
gene_c15_19160V3.1	gene_c15_19160V1.1
gene_c15_19180V3.1	gene_c15_19180V1.1
gene_c15_19200V3.1	gene_c15_19200V1.1
gene_c15_19210V3.1	gene_c15_19210V1.1
gene_c15_19211V3.1	
gene_c15_19246V3.1	
gene_c15_19250V3.1	gene_c15_19250V1.1
gene_c15_19260V3.1	gene_c15_19260V1.1
gene_c15_19270V3.1	gene_c15_19270V1.1
gene_c15_19290V3.1	gene_c15_19290V1.1
gene_c15_19310V3.1	gene_c15_19310V1.1
gene_c15_19320V3.1	gene_c15_19320V1.1
gene_c15_19330V3.1	gene_c15_19330V1.1
gene_c15_19360V3.1	gene_c15_19360V1.1
gene_c15_19370V3.1	gene_c15_19370V1.1
gene_c15_19380V3.1	gene_c15_19380V1.1
gene_c15_19390V3.1	gene_c15_19390V1.1
gene_c15_19410V3.1	gene_c15_19410V1.1
gene_c15_19420V3.1	gene_c15_19420V1.1
gene_c15_19430V3.1	gene_c15_19430V1.1
gene_c15_19440V3.1	gene_c15_19440V1.1
gene_c15_19470V3.1	gene_c15_19470V1.1
gene_c15_19471V3.1	
gene_c15_19480V3.1	gene_c15_19480V1.1
gene_c15_19540V3.1	gene_c15_19540V1.1
gene_c15_19570V3.1	gene_c15_19570V1.1
gene_c15_19571V3.1	
gene_c15_19690V3.1	gene_c15_19690V1.1
gene_c15_19720V3.1	gene_c15_19720V1.1
gene_c15_19740V3.1	gene_c15_19740V1.1
gene_c15_19790V3.1	gene_c15_19790V1.1
gene_c15_19830V3.1	gene_c15_19830V1.1
gene_c15_19860V3.1	gene_c15_19860V1.1
gene_c15_19861V3.1	
gene_c15_19870V3.1	gene_c15_19870V1.1
gene_c15_19880V3.1	gene_c15_19880V1.1
gene_c15_19890V3.1	gene_c15_19890V1.1
gene_c15_1990V3.1	gene_c15_1990V1.1
gene_c15_19920V3.1	gene_c15_19920V1.1
gene_c15_19925V3.1	
gene_c15_19950V3.1	gene_c15_19950V1.1
gene_c15_19960V3.1	gene_c15_19960V1.1
gene_c15_19980V3.1	gene_c15_19980V1.1
gene_c15_20000V3.1	gene_c15_20000V1.1
gene_c15_20020V3.1	gene_c15_20020V1.1
gene_c15_20040V3.1	gene_c15_20040V1.1
gene_c15_20050V3.1	gene_c15_20050V1.1
gene_c15_20060V3.1	gene_c15_20060V1.1
gene_c15_200V3.1	gene_c15_200V1.1
gene_c15_2010V3.1	
gene_c15_20120V3.1	
gene_c15_20130V3.1	gene_c15_20130V1.1
gene_c15_20170V3.1	gene_c15_20170V1.1
gene_c15_20190V3.1	gene_c15_20190V1.1
gene_c15_20200V3.1	gene_c15_20200V1.1
gene_c15_20210V3.1	gene_c15_20210V1.1
gene_c15_20230V3.1	gene_c15_20230V1.1
gene_c15_20250V3.1	gene_c15_20250V1.1
gene_c15_20260V3.1	gene_c15_20260V1.1
gene_c15_20280V3.1	gene_c15_20280V1.1
gene_c15_20300V3.1	
gene_c15_20330V3.1	gene_c15_20330V1.1
gene_c15_20380V3.1	gene_c15_20380V1.1
gene_c15_20410V3.1	
gene_c15_20440V3.1	gene_c15_20440V1.1
gene_c15_20450V3.1	gene_c15_20450V1.1
gene_c15_20480V3.1	gene_c15_20480V1.1
gene_c15_20490V3.1	gene_c15_20490V1.1
gene_c15_20500V3.1	gene_c15_20500V1.1
gene_c15_20510V3.1	gene_c15_20510V1.1
gene_c15_20530V3.1	gene_c15_20530V1.1
gene_c15_20540V3.1	gene_c15_20540V1.1
gene_c15_20550V3.1	gene_c15_20550V1.1
gene_c15_20570V3.1	gene_c15_20570V1.1
gene_c15_20578V3.1	
gene_c15_20580V3.1	gene_c15_20580V1.1
gene_c15_20600V3.1	gene_c15_20600V1.1
gene_c15_20620V3.1	gene_c15_20620V1.1
gene_c15_20630V3.1	gene_c15_20630V1.1
gene_c15_20640V3.1	gene_c15_20640V1.1
gene_c15_20650V3.1	gene_c15_20650V1.1
gene_c15_20670V3.1	gene_c15_20670V1.1
gene_c15_2070V3.1	
gene_c15_20720V3.1	gene_c15_20720V1.1
gene_c15_20740V3.1	gene_c15_20740V1.1
gene_c15_2080V3.1	
gene_c15_20810V3.1	gene_c15_20810V1.1
gene_c15_20900V3.1	gene_c15_20900V1.1
gene_c15_20910V3.1	gene_c15_20910V1.1
gene_c15_20930V3.1	gene_c15_20930V1.1
gene_c15_21000V3.1	gene_c15_21000V1.1
gene_c15_21040V3.1	gene_c15_21040V1.1
gene_c15_21090V3.1	gene_c15_21090V1.1
gene_c15_210V3.1	gene_c15_210V1.1
gene_c15_21130V3.1	gene_c15_21130V1.1
gene_c15_21140V3.1	gene_c15_21140V1.1
gene_c15_21160V3.1	gene_c15_21160V1.1
gene_c15_21200V3.1	gene_c15_21200V1.1
gene_c15_21210V3.1	gene_c15_21210V1.1
gene_c15_21280V3.1	gene_c15_21280V1.1
gene_c15_21310V3.1	gene_c15_21310V1.1
gene_c15_21320V3.1	gene_c15_21320V1.1
gene_c15_21350V3.1	gene_c15_21350V1.1
gene_c15_21360V3.1	gene_c15_21360V1.1
gene_c15_21370V3.1	gene_c15_21370V1.1
gene_c15_21390V3.1	gene_c15_21390V1.1
gene_c15_21400V3.1	gene_c15_21400V1.1
gene_c15_21430V3.1	gene_c15_21430V1.1
gene_c15_21450V3.1	gene_c15_21450V1.1
gene_c15_21459V3.1	
gene_c15_21470V3.1	gene_c15_21470V1.1
gene_c15_21480V3.1	gene_c15_21480V1.1
gene_c15_21510V3.1	gene_c15_21510V1.1
gene_c15_21520V3.1	gene_c15_21520V1.1
gene_c15_21540V3.1	gene_c15_21540V1.1
gene_c15_21560V3.1	gene_c15_21560V1.1
gene_c15_21563V3.1	
gene_c15_21580V3.1	gene_c15_21580V1.1
gene_c15_21590V3.1	gene_c15_21590V1.1
gene_c15_21620V3.1	gene_c15_21620V1.1
gene_c15_21640V3.1	gene_c15_21640V1.1
gene_c15_21650V3.1	gene_c15_21650V1.1
gene_c15_21670V3.1	gene_c15_21670V1.1
gene_c15_21680V3.1	gene_c15_21680V1.1
gene_c15_21690V3.1	gene_c15_21690V1.1
gene_c15_21700V3.1	gene_c15_21700V1.1
gene_c15_2170V3.1	gene_c15_2170V1.1
gene_c15_21740V3.1	gene_c15_21740V1.1
gene_c15_21760V3.1	gene_c15_21760V1.1
gene_c15_21790V3.1	gene_c15_21790V1.1
gene_c15_21800V3.1	gene_c15_21800V1.1
gene_c15_21830V3.1	gene_c15_21830V1.1
gene_c15_21840V3.1	gene_c15_21840V1.1
gene_c15_21860V3.1	gene_c15_21860V1.1
gene_c15_21870V3.1	
gene_c15_21880V3.1	gene_c15_21880V1.1
gene_c15_21890V3.1	gene_c15_21890V1.1
gene_c15_21900V3.1	gene_c15_21900V1.1
gene_c15_21940V3.1	gene_c15_21940V1.1
gene_c15_21950V3.1	gene_c15_21950V1.1
gene_c15_21970V3.1	gene_c15_21970V1.1
gene_c15_21979V3.1	
gene_c15_21980V3.1	gene_c15_21980V1.1
gene_c15_22000V3.1	gene_c15_22000V1.1
gene_c15_2200V3.1	gene_c15_2200V1.1
gene_c15_22020V3.1	gene_c15_22020V1.1
gene_c15_22030V3.1	gene_c15_22030V1.1
gene_c15_22031V3.1	
gene_c15_22051V3.1	
gene_c15_22070V3.1	gene_c15_22070V1.1
gene_c15_22080V3.1	gene_c15_22080V1.1
gene_c15_22100V3.1	gene_c15_22100V1.1
gene_c15_22110V3.1	gene_c15_22110V1.1
gene_c15_22112V3.1	
gene_c15_22130V3.1	gene_c15_22130V1.1
gene_c15_22140V3.1	gene_c15_22140V1.1
gene_c15_22150V3.1	gene_c15_22150V1.1
gene_c15_22158V3.1	
gene_c15_22179V3.1	
gene_c15_22190V3.1	gene_c15_22190V1.1
gene_c15_22220V3.1	gene_c15_22220V1.1
gene_c15_22240V3.1	gene_c15_22240V1.1
gene_c15_22270V3.1	
gene_c15_22280V3.1	gene_c15_22280V1.1
gene_c15_2230V3.1	gene_c15_2230V1.1
gene_c15_22340V3.1	gene_c15_22340V1.1
gene_c15_22380V3.1	gene_c15_22380V1.1
gene_c15_22400V3.1	gene_c15_22400V1.1
gene_c15_2240V3.1	gene_c15_2240V1.1
gene_c15_22410V3.1	gene_c15_22410V1.1
gene_c15_22430V3.1	gene_c15_22430V1.1
gene_c15_22440V3.1	gene_c15_22440V1.1
gene_c15_22448V3.1	
gene_c15_22450V3.1	gene_c15_22450V1.1
gene_c15_22470V3.1	gene_c15_22470V1.1
gene_c15_22480V3.1	gene_c15_22480V1.1
gene_c15_22510V3.1	gene_c15_22510V1.1
gene_c15_22530V3.1	gene_c15_22530V1.1
gene_c15_22540V3.1	gene_c15_22540V1.1
gene_c15_22580V3.1	gene_c15_22580V1.1
gene_c15_22590V3.1	gene_c15_22590V1.1
gene_c15_22600V3.1	gene_c15_22600V1.1
gene_c15_2260V3.1	gene_c15_2260V1.1
gene_c15_22640V3.1	gene_c15_22640V1.1
gene_c15_22645V3.1	
gene_c15_22650V3.1	gene_c15_22650V1.1
gene_c15_22667V3.1	
gene_c15_22670V3.1	gene_c15_22670V1.1
gene_c15_22680V3.1	
gene_c15_2268V3.1	
gene_c15_22700V3.1	gene_c15_22700V1.1
gene_c15_2270V3.1	gene_c15_2270V1.1
gene_c15_22710V3.1	gene_c15_22710V1.1
gene_c15_22720V3.1	gene_c15_22720V1.1
gene_c15_22730V3.1	gene_c15_22730V1.1
gene_c15_22740V3.1	gene_c15_22740V1.1
gene_c15_22755V3.1	
gene_c15_22760V3.1	gene_c15_22760V1.1
gene_c15_22780V3.1	gene_c15_22780V1.1
gene_c15_22800V3.1	gene_c15_22800V1.1
gene_c15_22810V3.1	gene_c15_22810V1.1
gene_c15_22830V3.1	gene_c15_22830V1.1
gene_c15_22839V3.1	
gene_c15_22840V3.1	gene_c15_22840V1.1
gene_c15_22860V3.1	gene_c15_22860V1.1
gene_c15_22880V3.1	gene_c15_22880V1.1
gene_c15_22900V3.1	gene_c15_22900V1.1
gene_c15_2290V3.1	gene_c15_2290V1.1
gene_c15_22910V3.1	
gene_c15_22920V3.1	gene_c15_22920V1.1
gene_c15_22940V3.1	gene_c15_22940V1.1
gene_c15_22960V3.1	gene_c15_22960V1.1
gene_c15_22980V3.1	gene_c15_22980V1.1
gene_c15_23090V3.1	gene_c15_23090V1.1
gene_c15_2310V3.1	gene_c15_2310V1.1
gene_c15_23110V3.1	gene_c15_23110V1.1
gene_c15_23158V3.1	
gene_c15_23190V3.1	gene_c15_23190V1.1
gene_c15_2320V3.1	gene_c15_2320V1.1
gene_c15_23210V3.1	gene_c15_23210V1.1
gene_c15_23225V3.1	
gene_c15_23240V3.1	gene_c15_23240V1.1
gene_c15_23260V3.1	gene_c15_23260V1.1
gene_c15_23280V3.1	gene_c15_23280V1.1
gene_c15_23290V3.1	gene_c15_23290V1.1
gene_c15_2330V3.1	gene_c15_2330V1.1
gene_c15_23310V3.1	gene_c15_23310V1.1
gene_c15_23320V3.1	gene_c15_23320V1.1
gene_c15_23330V3.1	gene_c15_23330V1.1
gene_c15_23350V3.1	
gene_c15_23360V3.1	gene_c15_23360V1.1
gene_c15_23370V3.1	gene_c15_23370V1.1
gene_c15_23380V3.1	gene_c15_23380V1.1
gene_c15_23390V3.1	gene_c15_23390V1.1
gene_c15_23400V3.1	gene_c15_23400V1.1
gene_c15_2340V3.1	gene_c15_2340V1.1
gene_c15_23410V3.1	gene_c15_23410V1.1
gene_c15_2341V3.1	gene_c15_2341V1.1
gene_c15_23420V3.1	gene_c15_23420V1.1
gene_c15_23430V3.1	gene_c15_23430V1.1
gene_c15_23440V3.1	gene_c15_23440V1.1
gene_c15_23450V3.1	gene_c15_23450V1.1
gene_c15_23480V3.1	gene_c15_23480V1.1
gene_c15_23490V3.1	gene_c15_23490V1.1
gene_c15_23510V3.1	gene_c15_23510V1.1
gene_c15_23520V3.1	gene_c15_23520V1.1
gene_c15_23530V3.1	gene_c15_23530V1.1
gene_c15_23540V3.1	gene_c15_23540V1.1
gene_c15_23550V3.1	gene_c15_23550V1.1
gene_c15_23580V3.1	gene_c15_23580V1.1
gene_c15_23590V3.1	gene_c15_23590V1.1
gene_c15_23600V3.1	gene_c15_23600V1.1
gene_c15_2360V3.1	gene_c15_2360V1.1
gene_c15_23620V3.1	gene_c15_23620V1.1
gene_c15_23650V3.1	gene_c15_23650V1.1
gene_c15_23690V3.1	gene_c15_23690V1.1
gene_c15_2370V3.1	gene_c15_2370V1.1
gene_c15_23710V3.1	gene_c15_23710V1.1
gene_c15_23720V3.1	gene_c15_23720V1.1
gene_c15_23740V3.1	gene_c15_23740V1.1
gene_c15_23750V3.1	
gene_c15_23760V3.1	gene_c15_23760V1.1
gene_c15_23780V3.1	gene_c15_23780V1.1
gene_c15_23810V3.1	gene_c15_23810V1.1
gene_c15_23812V3.1	
gene_c15_23820V3.1	gene_c15_23820V1.1
gene_c15_23830V3.1	gene_c15_23830V1.1
gene_c15_23839V3.1	
gene_c15_23860V3.1	gene_c15_23860V1.1
gene_c15_23870V3.1	gene_c15_23870V1.1
gene_c15_23893V3.1	
gene_c15_23900V3.1	gene_c15_23900V1.1
gene_c15_23907V3.1	
gene_c15_2390V3.1	gene_c15_2390V1.1
gene_c15_23910V3.1	gene_c15_23910V1.1
gene_c15_23940V3.1	gene_c15_23940V1.1
gene_c15_23950V3.1	gene_c15_23950V1.1
gene_c15_23960V3.1	gene_c15_23960V1.1
gene_c15_23970V3.1	gene_c15_23970V1.1
gene_c15_23980V3.1	gene_c15_23980V1.1
gene_c15_24000V3.1	gene_c15_24000V1.1
gene_c15_2400V3.1	gene_c15_2400V1.1
gene_c15_24010V3.1	gene_c15_24010V1.1
gene_c15_24020V3.1	
gene_c15_24030V3.1	gene_c15_24030V1.1
gene_c15_24032V3.1	
gene_c15_24042V3.1	
gene_c15_24050V3.1	gene_c15_24050V1.1
gene_c15_24070V3.1	gene_c15_24070V1.1
gene_c15_24080V3.1	gene_c15_24080V1.1
gene_c15_2410V3.1	gene_c15_2410V1.1
gene_c15_24121V3.1	
gene_c15_24139V3.1	
gene_c15_24170V3.1	gene_c15_24170V1.1
gene_c15_24180V3.1	gene_c15_24180V1.1
gene_c15_24190V3.1	gene_c15_24190V1.1
gene_c15_24210V3.1	gene_c15_24210V1.1
gene_c15_24240V3.1	gene_c15_24240V1.1
gene_c15_24250V3.1	gene_c15_24250V1.1
gene_c15_24290V3.1	gene_c15_24290V1.1
gene_c15_24300V3.1	gene_c15_24300V1.1
gene_c15_24310V3.1	gene_c15_24310V1.1
gene_c15_24340V3.1	gene_c15_24340V1.1
gene_c15_24380V3.1	gene_c15_24380V1.1
gene_c15_24420V3.1	gene_c15_24420V1.1
gene_c15_24440V3.1	gene_c15_24440V1.1
gene_c15_24460V3.1	gene_c15_24460V1.1
gene_c15_24470V3.1	gene_c15_24470V1.1
gene_c15_24770V3.1	gene_c15_24770V1.1
gene_c15_24780V3.1	gene_c15_24780V1.1
gene_c15_24790V3.1	gene_c15_24790V1.1
gene_c15_2481V3.1	
gene_c15_2490V3.1	gene_c15_2490V1.1
gene_c15_24920V3.1	
gene_c15_24928V3.1	
gene_c15_24980V3.1	gene_c15_24980V1.1
gene_c15_25010V3.1	gene_c15_25010V1.1
gene_c15_25040V3.1	gene_c15_25040V1.1
gene_c15_25050V3.1	gene_c15_25050V1.1
gene_c15_25070V3.1	gene_c15_25070V1.1
gene_c15_25080V3.1	gene_c15_25080V1.1
gene_c15_25160V3.1	
gene_c15_25170V3.1	gene_c15_25170V1.1
gene_c15_25210V3.1	gene_c15_25210V1.1
gene_c15_25230V3.1	gene_c15_25230V1.1
gene_c15_25330V3.1	gene_c15_25330V1.1
gene_c15_25340V3.1	gene_c15_25340V1.1
gene_c15_2540V3.1	gene_c15_2540V1.1
gene_c15_25410V3.1	gene_c15_25410V1.1
gene_c15_25421V3.1	
gene_c15_25430V3.1	gene_c15_25430V1.1
gene_c15_2550V3.1	gene_c15_2550V1.1
gene_c15_25560V3.1	gene_c15_25560V1.1
gene_c15_25570V3.1	gene_c15_25570V1.1
gene_c15_2560V3.1	gene_c15_2560V1.1
gene_c15_25620V3.1	gene_c15_25620V1.1
gene_c15_25623V3.1	
gene_c15_25630V3.1	gene_c15_25630V1.1
gene_c15_25650V3.1	gene_c15_25650V1.1
gene_c15_25660V3.1	gene_c15_25660V1.1
gene_c15_25690V3.1	gene_c15_25690V1.1
gene_c15_2570V3.1	gene_c15_2570V1.1
gene_c15_25740V3.1	gene_c15_25740V1.1
gene_c15_25770V3.1	gene_c15_25770V1.1
gene_c15_25780V3.1	gene_c15_25780V1.1
gene_c15_25810V3.1	gene_c15_25810V1.1
gene_c15_25830V3.1	gene_c15_25830V1.1
gene_c15_25860V3.1	gene_c15_25860V1.1
gene_c15_25880V3.1	gene_c15_25880V1.1
gene_c15_25890V3.1	gene_c15_25890V1.1
gene_c15_2590V3.1	gene_c15_2590V1.1
gene_c15_25940V3.1	gene_c15_25940V1.1
gene_c15_25980V3.1	gene_c15_25980V1.1
gene_c15_25990V3.1	gene_c15_25990V1.1
gene_c15_2600V3.1	gene_c15_2600V1.1
gene_c15_2630V3.1	gene_c15_2630V1.1
gene_c15_2650V3.1	gene_c15_2650V1.1
gene_c15_2670V3.1	gene_c15_2670V1.1
gene_c15_2690V3.1	gene_c15_2690V1.1
gene_c15_2700V3.1	gene_c15_2700V1.1
gene_c15_2710V3.1	gene_c15_2710V1.1
gene_c15_2730V3.1	gene_c15_2730V1.1
gene_c15_2769V3.1	
gene_c15_2800V3.1	gene_c15_2800V1.1
gene_c15_2840V3.1	gene_c15_2840V1.1
gene_c15_2850V3.1	gene_c15_2850V1.1
gene_c15_2870V3.1	gene_c15_2870V1.1
gene_c15_2871V3.1	
gene_c15_2880V3.1	gene_c15_2880V1.1
gene_c15_290V3.1	gene_c15_290V1.1
gene_c15_2990V3.1	gene_c15_2990V1.1
gene_c15_3000V3.1	gene_c15_3000V1.1
gene_c15_300V3.1	gene_c15_300V1.1
gene_c15_3010V3.1	gene_c15_3010V1.1
gene_c15_3019V3.1	
gene_c15_3050V3.1	gene_c15_3050V1.1
gene_c15_3110V3.1	gene_c15_3110V1.1
gene_c15_3130V3.1	gene_c15_3130V1.1
gene_c15_3170V3.1	
gene_c15_3180V3.1	gene_c15_3180V1.1
gene_c15_3240V3.1	gene_c15_3240V1.1
gene_c15_3250V3.1	gene_c15_3250V1.1
gene_c15_3260V3.1	gene_c15_3260V1.1
gene_c15_3290V3.1	gene_c15_3290V1.1
gene_c15_330V3.1	gene_c15_330V1.1
gene_c15_3320V3.1	gene_c15_3320V1.1
gene_c15_3340V3.1	gene_c15_3340V1.1
gene_c15_3360V3.1	gene_c15_3360V1.1
gene_c15_3410V3.1	gene_c15_3410V1.1
gene_c15_3420V3.1	gene_c15_3420V1.1
gene_c15_3440V3.1	gene_c15_3440V1.1
gene_c15_3450V3.1	gene_c15_3450V1.1
gene_c15_3470V3.1	gene_c15_3470V1.1
gene_c15_3479V3.1	
gene_c15_3490V3.1	gene_c15_3490V1.1
gene_c15_3500V3.1	gene_c15_3500V1.1
gene_c15_3560V3.1	gene_c15_3560V1.1
gene_c15_3570V3.1	gene_c15_3570V1.1
gene_c15_3590V3.1	gene_c15_3590V1.1
gene_c15_360V3.1	gene_c15_360V1.1
gene_c15_3620V3.1	gene_c15_3620V1.1
gene_c15_370V3.1	gene_c15_370V1.1
gene_c15_3710V3.1	gene_c15_3710V1.1
gene_c15_3720V3.1	gene_c15_3720V1.1
gene_c15_3730V3.1	gene_c15_3730V1.1
gene_c15_3750V3.1	gene_c15_3750V1.1
gene_c15_3760V3.1	gene_c15_3760V1.1
gene_c15_3770V3.1	gene_c15_3770V1.1
gene_c15_3780V3.1	gene_c15_3780V1.1
gene_c15_378V3.1	
gene_c15_3790V3.1	gene_c15_3790V1.1
gene_c15_3800V3.1	
gene_c15_380V3.1	gene_c15_380V1.1
gene_c15_3810V3.1	gene_c15_3810V1.1
gene_c15_3820V3.1	gene_c15_3820V1.1
gene_c15_3920V3.1	gene_c15_3920V1.1
gene_c15_3930V3.1	gene_c15_3930V1.1
gene_c15_3940V3.1	gene_c15_3940V1.1
gene_c15_3944V3.1	
gene_c15_3950V3.1	gene_c15_3950V1.1
gene_c15_3960V3.1	gene_c15_3960V1.1
gene_c15_3990V3.1	gene_c15_3990V1.1
gene_c15_4000V3.1	gene_c15_4000V1.1
gene_c15_400V3.1	gene_c15_400V1.1
gene_c15_4020V3.1	gene_c15_4020V1.1
gene_c15_4030V3.1	gene_c15_4030V1.1
gene_c15_4060V3.1	gene_c15_4060V1.1
gene_c15_4070V3.1	gene_c15_4070V1.1
gene_c15_40V3.1	gene_c15_40V1.1
gene_c15_4100V3.1	
gene_c15_4110V3.1	gene_c15_4110V1.1
gene_c15_4130V3.1	gene_c15_4130V1.1
gene_c15_4150V3.1	gene_c15_4150V1.1
gene_c15_4170V3.1	gene_c15_4170V1.1
gene_c15_4190V3.1	gene_c15_4190V1.1
gene_c15_4200V3.1	gene_c15_4200V1.1
gene_c15_420V3.1	gene_c15_420V1.1
gene_c15_4210V3.1	gene_c15_4210V1.1
gene_c15_4220V3.1	gene_c15_4220V1.1
gene_c15_4260V3.1	gene_c15_4260V1.1
gene_c15_4267V3.1	
gene_c15_4270V3.1	gene_c15_4270V1.1
gene_c15_4300V3.1	gene_c15_4300V1.1
gene_c15_4320V3.1	gene_c15_4320V1.1
gene_c15_4330V3.1	gene_c15_4330V1.1
gene_c15_4340V3.1	gene_c15_4340V1.1
gene_c15_4370V3.1	gene_c15_4370V1.1
gene_c15_4380V3.1	gene_c15_4380V1.1
gene_c15_4400V3.1	gene_c15_4400V1.1
gene_c15_440V3.1	gene_c15_440V1.1
gene_c15_4410V3.1	gene_c15_4410V1.1
gene_c15_4420V3.1	gene_c15_4420V1.1
gene_c15_4440V3.1	gene_c15_4440V1.1
gene_c15_4460V3.1	gene_c15_4460V1.1
gene_c15_4480V3.1	gene_c15_4480V1.1
gene_c15_4490V3.1	gene_c15_4490V1.1
gene_c15_4500V3.1	gene_c15_4500V1.1
gene_c15_4530V3.1	gene_c15_4530V1.1
gene_c15_4537V3.1	
gene_c15_4550V3.1	gene_c15_4550V1.1
gene_c15_4570V3.1	gene_c15_4570V1.1
gene_c15_4580V3.1	gene_c15_4580V1.1
gene_c15_4590V3.1	gene_c15_4590V1.1
gene_c15_4610V3.1	gene_c15_4610V1.1
gene_c15_4620V3.1	gene_c15_4620V1.1
gene_c15_4630V3.1	gene_c15_4630V1.1
gene_c15_4650V3.1	gene_c15_4650V1.1
gene_c15_4660V3.1	gene_c15_4660V1.1
gene_c15_4670V3.1	gene_c15_4670V1.1
gene_c15_4700V3.1	gene_c15_4700V1.1
gene_c15_4710V3.1	gene_c15_4710V1.1
gene_c15_4760V3.1	gene_c15_4760V1.1
gene_c15_4770V3.1	gene_c15_4770V1.1
gene_c15_4781V3.1	
gene_c15_4787V3.1	
gene_c15_481V3.1	
gene_c15_4820V3.1	gene_c15_4820V1.1
gene_c15_4830V3.1	gene_c15_4830V1.1
gene_c15_4850V3.1	gene_c15_4850V1.1
gene_c15_4860V3.1	gene_c15_4860V1.1
gene_c15_4870V3.1	gene_c15_4870V1.1
gene_c15_4880V3.1	gene_c15_4880V1.1
gene_c15_4900V3.1	gene_c15_4900V1.1
gene_c15_4901V3.1	
gene_c15_4920V3.1	gene_c15_4920V1.1
gene_c15_4930V3.1	gene_c15_4930V1.1
gene_c15_4950V3.1	gene_c15_4950V1.1
gene_c15_4960V3.1	gene_c15_4960V1.1
gene_c15_4992V3.1	
gene_c15_5000V3.1	gene_c15_5000V1.1
gene_c15_500V3.1	gene_c15_500V1.1
gene_c15_5020V3.1	gene_c15_5020V1.1
gene_c15_5030V3.1	gene_c15_5030V1.1
gene_c15_5040V3.1	gene_c15_5040V1.1
gene_c15_5050V3.1	gene_c15_5050V1.1
gene_c15_5060V3.1	gene_c15_5060V1.1
gene_c15_5070V3.1	gene_c15_5070V1.1
gene_c15_5080V3.1	gene_c15_5080V1.1
gene_c15_5090V3.1	gene_c15_5090V1.1
gene_c15_5100V3.1	gene_c15_5100V1.1
gene_c15_5110V3.1	gene_c15_5110V1.1
gene_c15_5120V3.1	gene_c15_5120V1.1
gene_c15_5130V3.1	gene_c15_5130V1.1
gene_c15_5140V3.1	gene_c15_5140V1.1
gene_c15_5150V3.1	gene_c15_5150V1.1
gene_c15_5200V3.1	gene_c15_5200V1.1
gene_c15_520V3.1	
gene_c15_5210V3.1	gene_c15_5210V1.1
gene_c15_5220V3.1	gene_c15_5220V1.1
gene_c15_5230V3.1	gene_c15_5230V1.1
gene_c15_5240V3.1	gene_c15_5240V1.1
