gene1.1	gene1_v2.1
gene_c15_12220V3.1	gene_s258_28V2.1
gene_c15_12230V3.1	gene_s258_30V2.1
gene_c15_12240V3.1	gene_s258_31V2.1
gene_c15_12250V3.1	gene_s258_31V2.1
gene_c15_12260V3.1	gene_s258_32V2.1
gene_c15_12270V3.1	
gene_c15_12280V3.1	gene_s258_34V2.1
gene_c15_12290V3.1	gene_s258_35V2.1
gene_c15_12310V3.1	gene_s258_36V2.1
gene_c15_12320V3.1	gene_s258_37V2.1
gene_c15_12330V3.1	gene_s258_38V2.1
gene_c15_12390V3.1	gene_s258_42V2.1
gene_c15_12400V3.1	gene_s258_43V2.1
gene_c15_12410V3.1	gene_s258_44V2.1
gene_c15_12420V3.1	gene_s258_46V2.1
gene_c15_12430V3.1	gene_s258_47V2.1
gene_c15_12440V3.1	gene_s258_49V2.1
gene_c15_12450V3.1	gene_s258_50V2.1
gene_c15_1245V3.1	gene_s211_136V2.1;gene_s211_138V2.1
gene_c15_12460V3.1	gene_s258_51V2.1
gene_c15_12510V3.1	gene_s258_52V2.1
gene_c15_12515V3.1	gene_s258_52V2.1
gene_c15_12580V3.1	gene_s258_57V2.1
gene_c15_12660V3.1	gene_s258_69V2.1;gene_s258_70V2.1
gene_c15_12670V3.1	gene_s258_70V2.1
gene_c15_12690V3.1	gene_s258_71V2.1
gene_c15_12700V3.1	gene_s258_72V2.1
gene_c15_1270V3.1	gene_s211_139V2.1
gene_c15_12720V3.1	
gene_c15_12800V3.1	gene_s258_78V2.1
gene_c15_12810V3.1	gene_s258_80V2.1
gene_c15_1281V3.1	gene_s211_142V2.1
gene_c15_12820V3.1	gene_s258_81V2.1
gene_c15_12830V3.1	gene_s258_82V2.1
gene_c15_12840V3.1	gene_s258_84V2.1
gene_c15_12850V3.1	gene_s258_85V2.1
gene_c15_1290V3.1	gene_s211_142V2.1
gene_c15_12980V3.1	gene_s419_6V2.1
gene_c15_12990V3.1	
gene_c15_1300V3.1	gene_s211_143V2.1
gene_c15_13020V3.1	
gene_c15_13040V3.1	gene_s419_10V2.1
gene_c15_13070V3.1	gene_s419_13V2.1
gene_c15_13080V3.1	gene_s419_14V2.1
gene_c15_13120V3.1	gene_s419_22V2.1
gene_c15_13131V3.1	gene_s419_22V2.1
gene_c15_13170V3.1	
gene_c15_1320V3.1	gene_s211_145V2.1
gene_c15_13210V3.1	gene_s419_29V2.1
gene_c15_13280V3.1	gene_s419_33V2.1
gene_c15_13310V3.1	gene_s419_32V2.1
gene_c15_13380V3.1	
gene_c15_13390V3.1	gene_s419_35V2.1;gene_s419_36V2.1
gene_c15_1340V3.1	gene_s211_148V2.1
gene_c15_13410V3.1	
gene_c15_13420V3.1	
gene_c15_13440V3.1	gene_s104_220V2.1
gene_c15_13450V3.1	
gene_c15_13470V3.1	gene_s104_216V2.1
gene_c15_13490V3.1	gene_s104_215V2.1
gene_c15_13500V3.1	gene_s104_214V2.1
gene_c15_1350V3.1	gene_s211_149V2.1
gene_c15_13510V3.1	gene_s104_213V2.1
gene_c15_13530V3.1	gene_s104_212V2.1
gene_c15_13540V3.1	gene_s104_211V2.1
gene_c15_13550V3.1	gene_s104_210V2.1
gene_c15_13560V3.1	gene_s104_208V2.1
gene_c15_13580V3.1	gene_s104_203V2.1;gene_s104_205V2.1
gene_c15_1362V3.1	
gene_c15_13630V3.1	
gene_c15_13650V3.1	gene_s104_200V2.1
gene_c15_13700V3.1	
gene_c15_1370V3.1	gene_s211_152V2.1
gene_c15_13710V3.1	
gene_c15_13715V3.1	
gene_c15_13720V3.1	gene_s104_188V2.1
gene_c15_13740V3.1	gene_s104_186V2.1
gene_c15_13750V3.1	
gene_c15_13830V3.1	gene_s104_182V2.1
gene_c15_13950V3.1	gene_s104_177V2.1
gene_c15_13960V3.1	gene_s104_175V2.1
gene_c15_13980V3.1	gene_s104_174V2.1
gene_c15_13990V3.1	gene_s104_174V2.1
gene_c15_14090V3.1	gene_s104_159V2.1
gene_c15_140V3.1	gene_s211_20V2.1
gene_c15_1410V3.1	gene_s211_154V2.1
gene_c15_14110V3.1	gene_s104_158V2.1
gene_c15_14160V3.1	gene_s104_157V2.1
gene_c15_14170V3.1	gene_s104_156V2.1
gene_c15_1420V3.1	gene_s211_155V2.1
gene_c15_14210V3.1	gene_s104_147V2.1
gene_c15_14230V3.1	
gene_c15_14240V3.1	gene_s104_142V2.1
gene_c15_14250V3.1	gene_s104_141V2.1
gene_c15_14270V3.1	
gene_c15_14300V3.1	gene_s104_136V2.1
gene_c15_1430V3.1	gene_s124_1V2.1
gene_c15_14310V3.1	gene_s104_135V2.1
gene_c15_14330V3.1	
gene_c15_14350V3.1	gene_s104_134V2.1
gene_c15_14360V3.1	gene_s104_134V2.1
gene_c15_14362V3.1	gene_s104_134V2.1
gene_c15_14382V3.1	gene_s104_132V2.1
gene_c15_14390V3.1	gene_s104_132V2.1
gene_c15_1440V3.1	
gene_c15_14410V3.1	gene_s104_128V2.1
gene_c15_14420V3.1	gene_s104_126V2.1
gene_c15_14440V3.1	gene_s104_119V2.1
gene_c15_14470V3.1	gene_s104_117V2.1
gene_c15_14480V3.1	gene_s104_116V2.1;gene_s104_117V2.1
gene_c15_14490V3.1	gene_s104_116V2.1
gene_c15_14500V3.1	gene_s104_115V2.1
gene_c15_1450V3.1	gene_s124_3V2.1
gene_c15_14510V3.1	gene_s104_112V2.1;gene_s104_113V2.1
gene_c15_14540V3.1	gene_s104_110V2.1
gene_c15_14560V3.1	gene_s104_108V2.1
gene_c15_14570V3.1	gene_s104_108V2.1
gene_c15_14580V3.1	gene_s104_105V2.1;gene_s104_107V2.1
gene_c15_14600V3.1	gene_s104_102V2.1
gene_c15_14620V3.1	gene_s104_101V2.1
gene_c15_14630V3.1	gene_s104_99V2.1
gene_c15_14640V3.1	gene_s104_98V2.1
gene_c15_14660V3.1	gene_s104_96V2.1
gene_c15_1470V3.1	gene_s124_4V2.1;gene_s124_5V2.1
gene_c15_14710V3.1	gene_s104_90V2.1
gene_c15_14720V3.1	gene_s104_88V2.1
gene_c15_14729V3.1	gene_s104_87V2.1
gene_c15_14740V3.1	gene_s104_86V2.1
gene_c15_14759V3.1	
gene_c15_14780V3.1	gene_s104_80V2.1
gene_c15_14807V3.1	gene_s104_78V2.1
gene_c15_14850V3.1	gene_s104_76V2.1
gene_c15_14860V3.1	gene_s104_75V2.1
gene_c15_14880V3.1	gene_s104_74V2.1
gene_c15_14890V3.1	gene_s104_73V2.1
gene_c15_14900V3.1	
gene_c15_14910V3.1	
gene_c15_14920V3.1	gene_s104_70V2.1
gene_c15_14930V3.1	gene_s104_66V2.1;gene_s104_67V2.1;gene_s104_69V2.1
gene_c15_14980V3.1	gene_s104_63V2.1;gene_s104_65V2.1
gene_c15_14990V3.1	gene_s104_62V2.1
gene_c15_15020V3.1	gene_s104_58V2.1
gene_c15_15060V3.1	gene_s104_54V2.1
gene_c15_15080V3.1	gene_s104_50V2.1
gene_c15_15101V3.1	
gene_c15_15121V3.1	
gene_c15_15129V3.1	
gene_c15_15189V3.1	gene_s104_46V2.1
gene_c15_15190V3.1	gene_s104_46V2.1
gene_c15_15200V3.1	gene_s104_43V2.1
gene_c15_15230V3.1	gene_s104_40V2.1
gene_c15_15270V3.1	gene_s104_35V2.1
gene_c15_15290V3.1	gene_s104_33V2.1
gene_c15_15300V3.1	gene_s104_31V2.1
gene_c15_15310V3.1	gene_s104_30V2.1
gene_c15_15320V3.1	gene_s104_28V2.1;gene_s104_29V2.1
gene_c15_15330V3.1	gene_s104_28V2.1;gene_s104_29V2.1
gene_c15_15340V3.1	gene_s104_27V2.1
gene_c15_15371V3.1	gene_s104_25V2.1
gene_c15_1540V3.1	
gene_c15_15449V3.1	gene_s104_17V2.1
gene_c15_15470V3.1	gene_s104_16V2.1
gene_c15_15480V3.1	gene_s104_14V2.1
gene_c15_15500V3.1	gene_s104_12V2.1
gene_c15_15520V3.1	gene_s104_11V2.1
gene_c15_15530V3.1	gene_s104_10V2.1
gene_c15_15560V3.1	gene_s104_9V2.1
gene_c15_15580V3.1	
gene_c15_1570V3.1	gene_s124_9V2.1
gene_c15_15710V3.1	gene_s104_2V2.1
gene_c15_15760V3.1	gene_s420_28V2.1
gene_c15_15770V3.1	
gene_c15_15840V3.1	gene_s420_20V2.1
gene_c15_15890V3.1	
gene_c15_15960V3.1	gene_s420_3V2.1;gene_s420_4V2.1;gene_s420_6V2.1
gene_c15_15980V3.1	gene_s420_2V2.1
gene_c15_16000V3.1	
gene_c15_16010V3.1	
gene_c15_16100V3.1	gene_s248_5V2.1
gene_c15_1610V3.1	
gene_c15_16120V3.1	gene_s248_7V2.1;gene_s248_8V2.1
gene_c15_16140V3.1	gene_s248_9V2.1
gene_c15_16210V3.1	gene_s248_13V2.1
gene_c15_16300V3.1	gene_s248_17V2.1
gene_c15_1630V3.1	gene_s124_10V2.1
gene_c15_16330V3.1	gene_s248_24V2.1
gene_c15_16340V3.1	gene_s248_25V2.1
gene_c15_16350V3.1	gene_s248_26V2.1
gene_c15_1640V3.1	gene_s124_10V2.1;gene_s124_11V2.1
gene_c15_16410V3.1	gene_s248_27V2.1
gene_c15_16420V3.1	gene_s248_27V2.1;gene_s248_28V2.1
gene_c15_16430V3.1	gene_s248_29V2.1
gene_c15_16440V3.1	
gene_c15_16460V3.1	
gene_c15_16470V3.1	gene_s248_33V2.1
gene_c15_16480V3.1	gene_s248_35V2.1;gene_s248_36V2.1
gene_c15_16500V3.1	gene_s248_38V2.1
gene_c15_1650V3.1	gene_s124_13V2.1
gene_c15_16510V3.1	
gene_c15_16520V3.1	
gene_c15_16610V3.1	gene_s248_48V2.1
gene_c15_16660V3.1	
gene_c15_16690V3.1	gene_s248_60V2.1
gene_c15_16700V3.1	gene_s248_61V2.1
gene_c15_1670V3.1	gene_s124_16V2.1
gene_c15_16730V3.1	gene_s248_62V2.1
gene_c15_1677V3.1	
gene_c15_16800V3.1	gene_s248_64V2.1;gene_s248_66V2.1
gene_c15_1680V3.1	gene_s124_18V2.1
gene_c15_16810V3.1	gene_s248_64V2.1
gene_c15_16820V3.1	gene_s248_66V2.1
gene_c15_16830V3.1	
gene_c15_16831V3.1	
gene_c15_16860V3.1	gene_s248_75V2.1;gene_s248_77V2.1
gene_c15_16869V3.1	
gene_c15_16870V3.1	
gene_c15_16890V3.1	
gene_c15_16900V3.1	
gene_c15_16980V3.1	gene_s248_83V2.1;gene_s248_84V2.1
gene_c15_16990V3.1	gene_s248_83V2.1;gene_s248_84V2.1
gene_c15_17010V3.1	gene_s248_86V2.1
gene_c15_17020V3.1	gene_s248_87V2.1
gene_c15_17040V3.1	
gene_c15_17049V3.1	gene_s248_90V2.1
gene_c15_17070V3.1	gene_s248_90V2.1;gene_s248_93V2.1;gene_s248_94V2.1;gene_s248_97V2.1;gene_s248_98V2.1
gene_c15_17090V3.1	gene_s248_98V2.1
gene_c15_170V3.1	gene_s211_21V2.1
gene_c15_17100V3.1	gene_s248_99V2.1
gene_c15_17110V3.1	
gene_c15_17120V3.1	gene_s248_102V2.1
gene_c15_17150V3.1	gene_s794_2V2.1
gene_c15_17200V3.1	gene_s532_3V2.1;gene_s532_4V2.1
gene_c15_17210V3.1	gene_s532_4V2.1
gene_c15_17220V3.1	gene_s532_4V2.1;gene_s532_5V2.1
gene_c15_17240V3.1	gene_s532_6V2.1
gene_c15_17250V3.1	gene_s532_7V2.1
gene_c15_17260V3.1	gene_s532_9V2.1
gene_c15_17270V3.1	
gene_c15_17280V3.1	gene_s359_2V2.1
gene_c15_17290V3.1	
gene_c15_17300V3.1	gene_s359_7V2.1
gene_c15_17310V3.1	gene_s359_8V2.1
gene_c15_17314V3.1	gene_s359_8V2.1
gene_c15_17330V3.1	gene_s359_10V2.1
gene_c15_17350V3.1	gene_s359_11V2.1
gene_c15_17390V3.1	gene_s359_14V2.1
gene_c15_17400V3.1	gene_s359_15V2.1;gene_s359_17V2.1
gene_c15_1740V3.1	gene_s124_20V2.1
gene_c15_17460V3.1	gene_s359_20V2.1;gene_s359_21V2.1
gene_c15_17470V3.1	gene_s359_22V2.1
gene_c15_17510V3.1	
gene_c15_17530V3.1	gene_s359_26V2.1
gene_c15_17540V3.1	gene_s359_27V2.1
gene_c15_17560V3.1	gene_s359_29V2.1
gene_c15_17569V3.1	
gene_c15_17590V3.1	gene_s359_31V2.1
gene_c15_17600V3.1	gene_s359_32V2.1;gene_s359_33V2.1
gene_c15_17620V3.1	gene_s359_34V2.1
gene_c15_17630V3.1	gene_s359_35V2.1
gene_c15_17640V3.1	gene_s359_36V2.1
gene_c15_17660V3.1	gene_s359_37V2.1
gene_c15_17670V3.1	gene_s359_38V2.1
gene_c15_17690V3.1	gene_s359_39V2.1
gene_c15_17700V3.1	gene_s359_40V2.1
gene_c15_17790V3.1	gene_s359_44V2.1
gene_c15_17800V3.1	
gene_c15_17818V3.1	
gene_c15_1800V3.1	gene_s124_23V2.1
gene_c15_18050V3.1	gene_s458_17V2.1
gene_c15_18060V3.1	gene_s458_16V2.1
gene_c15_18080V3.1	gene_s458_13V2.1
gene_c15_18090V3.1	gene_s458_12V2.1
gene_c15_18100V3.1	
gene_c15_18140V3.1	gene_s458_5V2.1
gene_c15_18160V3.1	gene_s458_4V2.1
gene_c15_18170V3.1	
gene_c15_18180V3.1	gene_s206_125V2.1;gene_s206_126V2.1
gene_c15_18239V3.1	gene_s206_124V2.1
gene_c15_18240V3.1	gene_s206_124V2.1
gene_c15_18260V3.1	gene_s206_123V2.1
gene_c15_18270V3.1	gene_s206_122V2.1
gene_c15_18290V3.1	gene_s206_116V2.1;gene_s206_117V2.1
gene_c15_1830V3.1	gene_s124_25V2.1
gene_c15_1832V3.1	gene_s124_25V2.1
gene_c15_18331V3.1	
gene_c15_18349V3.1	
gene_c15_18360V3.1	gene_s206_112V2.1
gene_c15_18400V3.1	gene_s206_108V2.1;gene_s206_109V2.1
gene_c15_1840V3.1	gene_s124_28V2.1
gene_c15_18410V3.1	gene_s206_109V2.1
gene_c15_18420V3.1	
gene_c15_18450V3.1	
gene_c15_18460V3.1	gene_s206_101V2.1
gene_c15_18470V3.1	gene_s206_101V2.1
gene_c15_18480V3.1	gene_s206_100V2.1
gene_c15_18500V3.1	gene_s206_97V2.1;gene_s206_98V2.1
gene_c15_18510V3.1	gene_s206_98V2.1
gene_c15_18520V3.1	gene_s206_95V2.1
gene_c15_18560V3.1	gene_s206_91V2.1
gene_c15_18630V3.1	gene_s206_85V2.1
gene_c15_18640V3.1	gene_s206_83V2.1
gene_c15_18780V3.1	
gene_c15_18790V3.1	
gene_c15_18800V3.1	gene_s206_68V2.1
gene_c15_18820V3.1	gene_s206_65V2.1;gene_s206_66V2.1
gene_c15_18840V3.1	
gene_c15_18970V3.1	gene_s206_58V2.1
gene_c15_19010V3.1	gene_s206_54V2.1
gene_c15_19020V3.1	gene_s206_53V2.1
gene_c15_19030V3.1	gene_s206_51V2.1
gene_c15_19050V3.1	gene_s206_49V2.1
gene_c15_19060V3.1	gene_s206_50V2.1
gene_c15_19080V3.1	gene_s206_45V2.1
gene_c15_19090V3.1	gene_s206_44V2.1
gene_c15_190V3.1	gene_s211_22V2.1;gene_s211_23V2.1
gene_c15_19100V3.1	gene_s206_42V2.1
gene_c15_19120V3.1	
gene_c15_19130V3.1	gene_s206_41V2.1
gene_c15_19160V3.1	gene_s206_38V2.1;gene_s206_39V2.1
gene_c15_19180V3.1	gene_s206_33V2.1;gene_s206_35V2.1
gene_c15_19200V3.1	gene_s206_32V2.1
gene_c15_19210V3.1	gene_s206_30V2.1;gene_s206_31V2.1
gene_c15_19211V3.1	gene_s206_29V2.1;gene_s206_30V2.1;gene_s206_31V2.1
gene_c15_19246V3.1	gene_s206_27V2.1
gene_c15_19250V3.1	gene_s206_27V2.1
gene_c15_19260V3.1	gene_s206_26V2.1
gene_c15_19270V3.1	gene_s206_24V2.1;gene_s206_25V2.1
gene_c15_19290V3.1	gene_s206_24V2.1
gene_c15_19310V3.1	gene_s206_20V2.1
gene_c15_19320V3.1	gene_s206_19V2.1
gene_c15_19330V3.1	
gene_c15_19360V3.1	gene_s206_16V2.1
gene_c15_19370V3.1	gene_s206_15V2.1
gene_c15_19380V3.1	gene_s206_12V2.1;gene_s206_13V2.1
gene_c15_19390V3.1	gene_s206_11V2.1
gene_c15_19410V3.1	
gene_c15_19420V3.1	
gene_c15_19430V3.1	
gene_c15_19440V3.1	
gene_c15_19470V3.1	
gene_c15_19471V3.1	
gene_c15_19480V3.1	
gene_c15_19540V3.1	
gene_c15_19570V3.1	
gene_c15_19571V3.1	
gene_c15_19690V3.1	gene_s497_6V2.1
gene_c15_19720V3.1	gene_s497_3V2.1
gene_c15_19740V3.1	gene_s497_1V2.1;gene_s497_2V2.1
gene_c15_19790V3.1	
gene_c15_19830V3.1	gene_s224_131V2.1
gene_c15_19860V3.1	gene_s224_127V2.1
gene_c15_19861V3.1	
gene_c15_19870V3.1	gene_s224_125V2.1
gene_c15_19880V3.1	gene_s224_124V2.1
gene_c15_19890V3.1	gene_s224_123V2.1
gene_c15_1990V3.1	gene_s124_33V2.1
gene_c15_19920V3.1	gene_s224_120V2.1
gene_c15_19925V3.1	
gene_c15_19950V3.1	gene_s224_118V2.1
gene_c15_19960V3.1	gene_s224_115V2.1;gene_s224_116V2.1
gene_c15_19980V3.1	gene_s224_109V2.1
gene_c15_20000V3.1	gene_s224_106V2.1;gene_s224_107V2.1;gene_s224_108V2.1
gene_c15_20020V3.1	gene_s224_104V2.1
gene_c15_20040V3.1	gene_s224_98V2.1
gene_c15_20050V3.1	gene_s224_98V2.1
gene_c15_20060V3.1	gene_s224_95V2.1
gene_c15_200V3.1	gene_s211_24V2.1
gene_c15_2010V3.1	
gene_c15_20120V3.1	
gene_c15_20130V3.1	gene_s224_89V2.1
gene_c15_20170V3.1	gene_s224_85V2.1
gene_c15_20190V3.1	gene_s224_84V2.1
gene_c15_20200V3.1	gene_s224_83V2.1
gene_c15_20210V3.1	gene_s224_81V2.1
gene_c15_20230V3.1	gene_s224_77V2.1;gene_s224_78V2.1
gene_c15_20250V3.1	gene_s224_77V2.1;gene_s224_78V2.1
gene_c15_20260V3.1	gene_s224_75V2.1
gene_c15_20280V3.1	gene_s224_73V2.1
gene_c15_20300V3.1	gene_s224_71V2.1
gene_c15_20330V3.1	gene_s224_68V2.1
gene_c15_20380V3.1	
gene_c15_20410V3.1	
gene_c15_20440V3.1	gene_s224_53V2.1
gene_c15_20450V3.1	
gene_c15_20480V3.1	gene_s224_52V2.1
gene_c15_20490V3.1	gene_s224_51V2.1
gene_c15_20500V3.1	gene_s224_50V2.1
gene_c15_20510V3.1	
gene_c15_20530V3.1	gene_s224_48V2.1
gene_c15_20540V3.1	gene_s224_46V2.1;gene_s224_47V2.1
gene_c15_20550V3.1	gene_s224_46V2.1;gene_s224_47V2.1
gene_c15_20570V3.1	gene_s224_44V2.1
gene_c15_20578V3.1	
gene_c15_20580V3.1	gene_s224_42V2.1
gene_c15_20600V3.1	gene_s224_40V2.1;gene_s224_41V2.1
gene_c15_20620V3.1	gene_s224_38V2.1;gene_s224_39V2.1
gene_c15_20630V3.1	gene_s224_38V2.1;gene_s224_39V2.1
gene_c15_20640V3.1	gene_s224_37V2.1
gene_c15_20650V3.1	gene_s224_36V2.1
gene_c15_20670V3.1	gene_s224_33V2.1;gene_s224_34V2.1
gene_c15_2070V3.1	gene_s124_41V2.1
gene_c15_20720V3.1	gene_s224_30V2.1
gene_c15_20740V3.1	
gene_c15_2080V3.1	
gene_c15_20810V3.1	gene_s224_25V2.1
gene_c15_20900V3.1	gene_s224_19V2.1
gene_c15_20910V3.1	gene_s224_18V2.1;gene_s224_19V2.1
gene_c15_20930V3.1	gene_s224_17V2.1
gene_c15_21000V3.1	gene_s224_13V2.1
gene_c15_21040V3.1	gene_s224_9V2.1
gene_c15_21090V3.1	gene_s224_4V2.1
gene_c15_210V3.1	gene_s211_27V2.1
gene_c15_21130V3.1	gene_s224_1V2.1
gene_c15_21140V3.1	gene_s454_18V2.1
gene_c15_21160V3.1	gene_s454_16V2.1
gene_c15_21200V3.1	gene_s454_12V2.1
gene_c15_21210V3.1	gene_s454_11V2.1
gene_c15_21280V3.1	gene_s454_6V2.1
gene_c15_21310V3.1	gene_s454_5V2.1
gene_c15_21320V3.1	
gene_c15_21350V3.1	gene_s454_4V2.1
gene_c15_21360V3.1	gene_s454_3V2.1
gene_c15_21370V3.1	
gene_c15_21390V3.1	gene_s454_2V2.1
gene_c15_21400V3.1	gene_s454_1V2.1
gene_c15_21430V3.1	gene_s271_1V2.1
gene_c15_21450V3.1	gene_s271_3V2.1
gene_c15_21459V3.1	gene_s271_4V2.1
gene_c15_21470V3.1	gene_s271_6V2.1
gene_c15_21480V3.1	gene_s271_8V2.1
gene_c15_21510V3.1	gene_s271_9V2.1
gene_c15_21520V3.1	gene_s271_10V2.1
gene_c15_21540V3.1	gene_s271_14V2.1
gene_c15_21560V3.1	gene_s271_16V2.1
gene_c15_21563V3.1	
gene_c15_21580V3.1	gene_s271_20V2.1
gene_c15_21590V3.1	gene_s271_21V2.1
gene_c15_21620V3.1	gene_s271_23V2.1
gene_c15_21640V3.1	gene_s271_26V2.1
gene_c15_21650V3.1	gene_s271_27V2.1;gene_s271_28V2.1
gene_c15_21670V3.1	gene_s271_29V2.1
gene_c15_21680V3.1	gene_s271_30V2.1
gene_c15_21690V3.1	gene_s271_31V2.1
gene_c15_21700V3.1	gene_s271_32V2.1
gene_c15_2170V3.1	gene_s124_45V2.1
gene_c15_21740V3.1	gene_s271_34V2.1
gene_c15_21760V3.1	gene_s271_35V2.1
gene_c15_21790V3.1	gene_s271_36V2.1;gene_s271_37V2.1
gene_c15_21800V3.1	gene_s271_39V2.1
gene_c15_21830V3.1	gene_s271_42V2.1
gene_c15_21840V3.1	gene_s271_43V2.1
gene_c15_21860V3.1	gene_s271_46V2.1
gene_c15_21870V3.1	gene_s271_48V2.1
gene_c15_21880V3.1	gene_s271_49V2.1;gene_s271_50V2.1
gene_c15_21890V3.1	gene_s271_49V2.1;gene_s271_50V2.1
gene_c15_21900V3.1	
gene_c15_21940V3.1	gene_s271_53V2.1;gene_s271_54V2.1;gene_s271_57V2.1
gene_c15_21950V3.1	gene_s271_56V2.1
gene_c15_21970V3.1	
gene_c15_21979V3.1	
gene_c15_21980V3.1	gene_s271_66V2.1
gene_c15_22000V3.1	gene_s271_68V2.1
gene_c15_2200V3.1	gene_s124_47V2.1
gene_c15_22020V3.1	
gene_c15_22030V3.1	
gene_c15_22031V3.1	
gene_c15_22051V3.1	gene_s271_77V2.1
gene_c15_22070V3.1	gene_s271_78V2.1
gene_c15_22080V3.1	gene_s271_79V2.1
gene_c15_22100V3.1	gene_s271_80V2.1
gene_c15_22110V3.1	gene_s271_81V2.1
gene_c15_22112V3.1	gene_s271_81V2.1
gene_c15_22130V3.1	gene_s271_84V2.1;gene_s271_85V2.1;gene_s271_88V2.1
gene_c15_22140V3.1	gene_s271_84V2.1;gene_s271_88V2.1
gene_c15_22150V3.1	gene_s271_84V2.1
gene_c15_22158V3.1	
gene_c15_22179V3.1	gene_s271_93V2.1
gene_c15_22190V3.1	gene_s271_95V2.1
gene_c15_22220V3.1	
gene_c15_22240V3.1	gene_s271_98V2.1
gene_c15_22270V3.1	
gene_c15_22280V3.1	gene_s66_3V2.1
gene_c15_2230V3.1	
gene_c15_22340V3.1	gene_s66_7V2.1
gene_c15_22380V3.1	gene_s66_10V2.1
gene_c15_22400V3.1	gene_s66_11V2.1
gene_c15_2240V3.1	gene_s124_54V2.1
gene_c15_22410V3.1	
gene_c15_22430V3.1	gene_s66_14V2.1
gene_c15_22440V3.1	gene_s66_16V2.1
gene_c15_22448V3.1	
gene_c15_22450V3.1	
gene_c15_22470V3.1	
gene_c15_22480V3.1	gene_s66_22V2.1
gene_c15_22510V3.1	gene_s66_26V2.1;gene_s66_27V2.1
gene_c15_22530V3.1	gene_s66_28V2.1
gene_c15_22540V3.1	gene_s66_29V2.1
gene_c15_22580V3.1	
gene_c15_22590V3.1	
gene_c15_22600V3.1	
gene_c15_2260V3.1	gene_s124_55V2.1
gene_c15_22640V3.1	gene_s66_42V2.1
gene_c15_22645V3.1	gene_s66_41V2.1
gene_c15_22650V3.1	gene_s66_43V2.1
gene_c15_22667V3.1	
gene_c15_22670V3.1	
gene_c15_22680V3.1	
gene_c15_2268V3.1	
gene_c15_22700V3.1	gene_s66_45V2.1
gene_c15_2270V3.1	gene_s124_56V2.1
gene_c15_22710V3.1	gene_s66_46V2.1
gene_c15_22720V3.1	
gene_c15_22730V3.1	
gene_c15_22740V3.1	
gene_c15_22755V3.1	gene_s66_50V2.1
gene_c15_22760V3.1	gene_s66_51V2.1
gene_c15_22780V3.1	gene_s66_54V2.1;gene_s66_56V2.1
gene_c15_22800V3.1	gene_s66_57V2.1
gene_c15_22810V3.1	
gene_c15_22830V3.1	gene_s66_59V2.1
gene_c15_22839V3.1	
gene_c15_22840V3.1	gene_s66_60V2.1
gene_c15_22860V3.1	gene_s66_62V2.1
gene_c15_22880V3.1	gene_s66_63V2.1
gene_c15_22900V3.1	
gene_c15_2290V3.1	
gene_c15_22910V3.1	
gene_c15_22920V3.1	gene_s66_68V2.1
gene_c15_22940V3.1	gene_s66_69V2.1
gene_c15_22960V3.1	gene_s66_72V2.1
gene_c15_22980V3.1	gene_s66_76V2.1
gene_c15_23090V3.1	gene_s66_87V2.1
gene_c15_2310V3.1	gene_s124_57V2.1
gene_c15_23110V3.1	gene_s66_89V2.1;gene_s66_90V2.1
gene_c15_23158V3.1	gene_s66_95V2.1
gene_c15_23190V3.1	gene_s66_100V2.1;gene_s66_99V2.1
gene_c15_2320V3.1	
gene_c15_23210V3.1	gene_s66_102V2.1
gene_c15_23225V3.1	
gene_c15_23240V3.1	
gene_c15_23260V3.1	gene_s66_106V2.1
gene_c15_23280V3.1	gene_s66_107V2.1
gene_c15_23290V3.1	gene_s66_108V2.1;gene_s66_110V2.1
gene_c15_2330V3.1	gene_s124_58V2.1
gene_c15_23310V3.1	gene_s66_111V2.1
gene_c15_23320V3.1	
gene_c15_23330V3.1	gene_s66_112V2.1
gene_c15_23350V3.1	gene_s66_113V2.1
gene_c15_23360V3.1	gene_s66_114V2.1
gene_c15_23370V3.1	gene_s66_115V2.1
gene_c15_23380V3.1	gene_s66_116V2.1
gene_c15_23390V3.1	gene_s66_117V2.1
gene_c15_23400V3.1	gene_s66_118V2.1
gene_c15_2340V3.1	
gene_c15_23410V3.1	gene_s66_120V2.1
gene_c15_2341V3.1	
gene_c15_23420V3.1	gene_s66_124V2.1
gene_c15_23430V3.1	
gene_c15_23440V3.1	gene_s66_129V2.1
gene_c15_23450V3.1	gene_s66_130V2.1;gene_s66_131V2.1
gene_c15_23480V3.1	
gene_c15_23490V3.1	
gene_c15_23510V3.1	gene_s66_137V2.1
gene_c15_23520V3.1	gene_s66_138V2.1
gene_c15_23530V3.1	gene_s66_139V2.1
gene_c15_23540V3.1	gene_s66_140V2.1
gene_c15_23550V3.1	
gene_c15_23580V3.1	gene_s66_142V2.1;gene_s66_143V2.1
gene_c15_23590V3.1	gene_s66_144V2.1
gene_c15_23600V3.1	
gene_c15_2360V3.1	
gene_c15_23620V3.1	gene_s66_145V2.1
gene_c15_23650V3.1	gene_s66_147V2.1
gene_c15_23690V3.1	gene_s66_150V2.1
gene_c15_2370V3.1	
gene_c15_23710V3.1	
gene_c15_23720V3.1	
gene_c15_23740V3.1	gene_s66_155V2.1
gene_c15_23750V3.1	
gene_c15_23760V3.1	gene_s66_157V2.1
gene_c15_23780V3.1	gene_s66_154V2.1
gene_c15_23810V3.1	gene_s66_161V2.1;gene_s66_163V2.1
